feature,coef,abs_coef
T_x_FGA_global_rate,2.4296605679368435,2.4296605679368435
T_MIN,1.0002066031646342,1.0002066031646342
FGA_w10_mean,0.7261225370461478,0.7261225370461478
T_x_FGA_w5_rate,0.6577903319136629,0.6577903319136629
T_x_FGA_w10_rate,0.5140051090405232,0.5140051090405232
MIN_w5_mean,-0.32393121745916675,0.32393121745916675
MIN_w10_mean,-0.28534072614173184,0.28534072614173184
T_x_FGM_global_rate,0.26332657107961743,0.26332657107961743
FGA_global_rate,-0.20076189771739306,0.20076189771739306
T_x_OREB_w10_rate,-0.15251920711437042,0.15251920711437042
T_x_OREB_w5_rate,-0.15082525719245998,0.15082525719245998
T_x_FTM_w10_rate,0.1436352783027325,0.1436352783027325
AST_global_mean,-0.11721772396608689,0.11721772396608689
FGA_w5_mean,0.11713895321205944,0.11713895321205944
T_x_TOV_w5_rate,0.10475656874901623,0.10475656874901623
T_x_TOV_w10_rate,0.10205115836021036,0.10205115836021036
T_x_FTM_w5_rate,0.08635113457758448,0.08635113457758448
T_x_FG3A_global_rate,0.08121486614220105,0.08121486614220105
T_x_TOV_global_rate,0.07353934948941167,0.07353934948941167
OPP_ALLOWED_AST_global_mean,0.06640589858696888,0.06640589858696888
AST_global_var,-0.052280454061418284,0.052280454061418284
FGM_w5_var,0.05169952980021439,0.05169952980021439
REB_w5_mean,0.05164619434090488,0.05164619434090488
TEAM_PACE_global_mean,0.05098342975618825,0.05098342975618825
OREB_w5_mean,0.04941242818949949,0.04941242818949949
FG3A_w5_rate,-0.04838370661200142,0.04838370661200142
FTA_global_var,-0.045911156749130405,0.045911156749130405
TEAM_FG3M_w10_mean,0.04337313781826234,0.04337313781826234
HISTORY_GAMES,0.042907820737421005,0.042907820737421005
DREB_global_mean,0.04223352575984171,0.04223352575984171
OPP_ALLOWED_PACE_global_mean,0.04077443463013843,0.04077443463013843
TEAM_PTS_w10_mean,-0.039457699067019035,0.039457699067019035
OPP_ALLOWED_AST_w10_mean,0.038865954438858555,0.038865954438858555
OPP_ALLOWED_PACE_w5_mean,0.03847729396221549,0.03847729396221549
OPP_ALLOWED_PTS_w10_mean,0.03776151483314843,0.03776151483314843
OPP_ALLOWED_PTS_w5_mean,0.03555917613664127,0.03555917613664127
T_x_BLK_w10_rate,-0.033808400601953836,0.033808400601953836
IS_FORWARD,-0.0337432525337367,0.0337432525337367
T_x_REB_w10_rate,-0.032620086246348164,0.032620086246348164
PTS_w5_var,-0.031043874685242022,0.031043874685242022
FGM_w10_mean,0.030648762266840626,0.030648762266840626
TEAM_PTS_w5_mean,-0.028075706803196147,0.028075706803196147
FTA_w5_rate,0.026710042197417364,0.026710042197417364
PF_w10_mean,-0.02567356907458222,0.02567356907458222
OPP_ALLOWED_FG_PCT_w10_mean,-0.025405454531667357,0.025405454531667357
PF_global_mean,0.023204292707315086,0.023204292707315086
FG_EFF_global,-0.02201736017672882,0.02201736017672882
OPP_ALLOWED_PTS_global_var,-0.021777358049588174,0.021777358049588174
REB_global_mean,0.020820993976374824,0.020820993976374824
FT_EFF_global,0.019227108075235342,0.019227108075235342
