feature,coef,abs_coef
T_x_PTS_global_rate,2.391892860763436,2.391892860763436
T_MIN,1.4124909933615988,1.4124909933615988
T_x_FGA_w10_rate,0.897934865160817,0.897934865160817
T_x_FGA_w5_rate,0.8337095394977537,0.8337095394977537
T_x_FGM_global_rate,0.6757789314961727,0.6757789314961727
FGM_w10_mean,0.6252146651731982,0.6252146651731982
MIN_w5_mean,-0.5471085061954328,0.5471085061954328
T_x_FGA_global_rate,0.5152483562530243,0.5152483562530243
T_x_FG3A_global_rate,0.4048061639898761,0.4048061639898761
MIN_w10_mean,-0.37996359285436415,0.37996359285436415
FTA_w10_mean,0.2932382576099996,0.2932382576099996
T_x_FTM_global_rate,0.259065253532329,0.259065253532329
PTS_global_rate,-0.2506550933369976,0.2506550933369976
T_x_FTM_w5_rate,0.23006903889436256,0.23006903889436256
T_x_OREB_w10_rate,-0.2046440819091403,0.2046440819091403
T_x_FTM_w10_rate,0.1929385051548506,0.1929385051548506
HISTORY_GAMES,0.16238166385814332,0.16238166385814332
T_x_TOV_w5_rate,0.15787828891063027,0.15787828891063027
OPP_ALLOWED_PTS_global_mean,0.13207989616585555,0.13207989616585555
AST_global_var,-0.12829713997915296,0.12829713997915296
T_x_OREB_w5_rate,-0.11403974170985295,0.11403974170985295
T_x_TOV_global_rate,0.10443458007655021,0.10443458007655021
OPP_ALLOWED_PTS_w10_mean,0.10203824769880038,0.10203824769880038
T_x_FG3M_w5_rate,-0.09737509039301272,0.09737509039301272
FG3M_global_rate,-0.09487265130554451,0.09487265130554451
FG3M_global_mean,-0.09287719176376125,0.09287719176376125
PTS_w10_var,-0.08577935349491132,0.08577935349491132
FGA_global_rate,-0.08286820274602527,0.08286820274602527
OREB_w5_mean,0.0819944286182426,0.0819944286182426
IS_HOME,0.0792382203400812,0.0792382203400812
T_x_DREB_global_rate,0.07811138083089403,0.07811138083089403
FGM_w5_var,0.07499170577610921,0.07499170577610921
AST_global_rate,-0.06939877069936122,0.06939877069936122
PLUS_MINUS_global_mean,0.06865900530286224,0.06865900530286224
FG_EFF_w10,-0.0668225778565445,0.0668225778565445
IS_CENTER,0.06675799552363273,0.06675799552363273
FG3M_w5_rate,-0.06224421367650377,0.06224421367650377
OPP_ALLOWED_PTS_w5_mean,0.06112382979575826,0.06112382979575826
OPP_ALLOWED_PACE_w10_mean,0.05671199186604708,0.05671199186604708
MIN_global_mean,-0.05670563376169907,0.05670563376169907
OPP_ALLOWED_PACE_w10_var,-0.05512324455519892,0.05512324455519892
TEAM_FG3M_w10_mean,0.05453153143111668,0.05453153143111668
T_x_AST_w10_rate,0.05452695025627919,0.05452695025627919
DREB_global_mean,0.05357797847007021,0.05357797847007021
OPP_ALLOWED_AST_global_mean,0.0531029114887791,0.0531029114887791
OPP_ALLOWED_BLK_global_mean,0.05252394375922494,0.05252394375922494
FTA_global_rate,-0.05171296210368286,0.05171296210368286
OPP_ALLOWED_AST_w10_mean,0.05102132881495942,0.05102132881495942
FT_EFF_global,0.04967206165499701,0.04967206165499701
TEAM_AST_w10_mean,0.046263689320333395,0.046263689320333395
